,Title,URL
400,Photoacoustic imaging of cells in a three-dimensional microenvironment,/articles/10.1186/s12929-019-0594-x
401,Amelioration of bleomycin-induced pulmonary fibrosis via TGF-β-induced Smad and non-Smad signaling pathways in galectin-9-deficient mice and fibroblast cells,/articles/10.1186/s12929-020-0616-8
402,Involvement of collagen XVII in pluripotency gene expression and metabolic reprogramming of lung cancer stem cells,/articles/10.1186/s12929-019-0593-y
403,Cellular receptors for enterovirus A71,/articles/10.1186/s12929-020-0615-9
404,"Neuropeptide S-initiated sequential cascade mediated by OX1, NK1, mGlu5 and CB1 receptors: a pivotal role in stress-induced analgesia",/articles/10.1186/s12929-019-0590-1
405,Translation control of Enterovirus A71 gene expression,/articles/10.1186/s12929-019-0607-9
406,Structural basis of polyethylene glycol recognition by antibody,/articles/10.1186/s12929-019-0589-7
407,Melatonin restores Muc2 depletion induced by V. vulnificus VvpM via melatonin receptor 2 coupling with Gαq,/articles/10.1186/s12929-019-0606-x
408,7-oxo-DHEA enhances impaired M. tuberculosis-specific T cell responses during HIV-TB coinfection,/articles/10.1186/s12929-019-0604-z
409,Mode of action of granulocyte-colony stimulating factor (G-CSF) as a novel therapy for stroke in a mouse model,/articles/10.1186/s12929-019-0597-7
410,Clinical trials of new drugs for Alzheimer disease,/articles/10.1186/s12929-019-0609-7
411,Genetic variations on 31 and 450 residues of influenza A nucleoprotein affect viral replication and translation,/articles/10.1186/s12929-019-0612-z
412,Dopamine D3 receptor and GSK3β signaling mediate deficits in novel object recognition memory within dopamine transporter knockdown mice,/articles/10.1186/s12929-019-0613-y
413,Detection and phylogeny of Staphylococcus aureus sequence type 398 in Taiwan,/articles/10.1186/s12929-019-0608-8
414,The role of the bacterial protease Prc in the uropathogenesis of extraintestinal pathogenic Escherichia coli,/articles/10.1186/s12929-019-0605-y
415,Bile and urine peptide marker profiles: access keys to molecular pathways and biological processes in cholangiocarcinoma,/articles/10.1186/s12929-019-0599-5
416,"RETRACTED ARTICLE: Circular RNA circ_0003204 inhibits proliferation, migration and tube formation of endothelial cell in atherosclerosis via miR-370-3p/TGFβR2/phosph-SMAD3 axis",/articles/10.1186/s12929-019-0595-9
417,"Siglec-15: a potential regulator of osteoporosis, cancer, and infectious diseases",/articles/10.1186/s12929-019-0610-1
418,Synthetic carbohydrate-based vaccines: challenges and opportunities,/articles/10.1186/s12929-019-0591-0
419,"Co-introduction of plasmids harbouring the carbapenemase genes, blaNDM-1 and blaOXA-232, increases fitness and virulence of bacterial host",/articles/10.1186/s12929-019-0603-0
420,Therapeutic applications of nucleic acid aptamers in microbial infections,/articles/10.1186/s12929-019-0611-0
421,Role of microRNAs in antiviral responses to dengue infection,/articles/10.1186/s12929-019-0614-x
422,Proteoglycan serglycin promotes non-small cell lung cancer cell migration through the interaction of its glycosaminoglycans with CD44,/articles/10.1186/s12929-019-0600-3
423,Development of therapeutic antibodies for the treatment of diseases,/articles/10.1186/s12929-019-0592-z
424,Correction to: Development and clinical applications of cancer immunotherapy against PD-1 signaling pathway,/articles/10.1186/s12929-019-0601-2
425,Antibody blockade of Dectin-2 suppresses house dust mite-induced Th2 cytokine production in dendritic cell- and monocyte-depleted peripheral blood mononuclear cell co-cultures from asthma patients,/articles/10.1186/s12929-019-0598-6
426,Development and clinical applications of cancer immunotherapy against PD-1 signaling pathway,/articles/10.1186/s12929-019-0588-8
427,Interplays between Enterovirus A71 and the innate immune system,/articles/10.1186/s12929-019-0596-8
428,The functional roles of IGF-1 variants in the susceptibility and clinical outcomes of mild traumatic brain injury,/articles/10.1186/s12929-019-0587-9
429,Hypoxia and therapeutic treatment of EV-A71 with an immune modulator TLR7 agonist in a new immunocompetent mouse model,/articles/10.1186/s12929-019-0585-y
430,"Analysis of polymorphisms, promoter methylation, and mRNA expression profile of maternal and placental P53 and P21 genes in preeclamptic and normotensive pregnant women",/articles/10.1186/s12929-019-0586-x
431,Genomic interrogation of familial short stature contributes to the discovery of the pathophysiological mechanisms and pharmaceutical drug repositioning,/articles/10.1186/s12929-019-0581-2
432,Beyond defense: regulation of neuronal morphogenesis and brain functions via Toll-like receptors,/articles/10.1186/s12929-019-0584-z
433,The neuroprotective activity of heat-treated human platelet lysate biomaterials manufactured from outdated pathogen-reduced (amotosalen/UVA) platelet concentrates,/articles/10.1186/s12929-019-0579-9
434,Liver microsystems in vitro for drug response,/articles/10.1186/s12929-019-0575-0
435,Human iPSC banking: barriers and opportunities,/articles/10.1186/s12929-019-0578-x
436,Active roles of dysfunctional vascular endothelium in fibrosis and cancer,/articles/10.1186/s12929-019-0580-3
437,Host immune response to anti-cancer camptothecin conjugated cyclodextrin-based polymers,/articles/10.1186/s12929-019-0583-0
438,Development of effective anti-influenza drugs: congeners and conjugates – a review,/articles/10.1186/s12929-019-0567-0
439,DBP rs16846876 and rs12512631 polymorphisms are associated with progression to AIDS naïve HIV-infected patients: a retrospective study,/articles/10.1186/s12929-019-0577-y
440,"MAP4K3/GLK in autoimmune disease, cancer and aging",/articles/10.1186/s12929-019-0570-5
441,"Enterovirus A71: virulence, antigenicity, and genetic evolution over the years",/articles/10.1186/s12929-019-0574-1
442,Ubiquitin-mediated regulation of autophagy,/articles/10.1186/s12929-019-0569-y
443,Yy1 regulates Senp1 contributing to AMPA receptor GluR1 expression following neuronal depolarization,/articles/10.1186/s12929-019-0582-1
444,Tumor-associated macrophages: an accomplice in solid tumor progression,/articles/10.1186/s12929-019-0568-z
445,Enrichment of superoxide dismutase 2 in glioblastoma confers to acquisition of temozolomide resistance that is associated with tumor-initiating cell subsets,/articles/10.1186/s12929-019-0565-2
446,M2e-based universal influenza vaccines: a historical overview and new approaches to development,/articles/10.1186/s12929-019-0572-3
447,The History of Enterovirus A71 Outbreaks and Molecular Epidemiology in the Asia-Pacific Region,/articles/10.1186/s12929-019-0573-2
448,The analgesic effect of propofol associated with the inhibition of hypoxia inducible factor and inflammasome in complex regional pain syndrome,/articles/10.1186/s12929-019-0576-z
449,Smart polymers for cell therapy and precision medicine,/articles/10.1186/s12929-019-0571-4
450,Glucosamine impedes transforming growth factor β1-mediated corneal fibroblast differentiation by targeting Krüppel-like factor 4,/articles/10.1186/s12929-019-0566-1
451,Arginine vasopressin modulates electrical activity and calcium homeostasis in pulmonary vein cardiomyocytes,/articles/10.1186/s12929-019-0564-3
452,Inhibition of H1N1 influenza virus infection by zinc oxide nanoparticles: another emerging application of nanomedicine,/articles/10.1186/s12929-019-0563-4
453,Natural outer membrane permeabilizers boost antibiotic action against irradiated resistant bacteria,/articles/10.1186/s12929-019-0561-6
454,Cilostazol inhibits hyperglucose-induced vascular smooth muscle cell dysfunction by modulating the RAGE/ERK/NF-κB signaling pathways,/articles/10.1186/s12929-019-0550-9
455,Most of anti-glycolipid IgG-antibodies associated to neurological disorders occur without their IgM counterpart,/articles/10.1186/s12929-019-0562-5
456,Correction to: Reactive oxygen species-dependent mitochondrial dynamics and autophagy confer protective effects in retinal pigment epithelial cells against sodium iodate-induced cell death,/articles/10.1186/s12929-019-0555-4
457,Antivirals and vaccines for Enterovirus A71,/articles/10.1186/s12929-019-0560-7
458,Regulatory mechanisms of B cell responses and the implication in B cell-related diseases,/articles/10.1186/s12929-019-0558-1
459,Penfluridol triggers cytoprotective autophagy and cellular apoptosis through ROS induction and activation of the PP2A-modulated MAPK pathway in acute myeloid leukemia with different FLT3 statuses,/articles/10.1186/s12929-019-0557-2
460,Raloxifene inhibits adipose tissue inflammation and adipogenesis through Wnt regulation in ovariectomized rats and 3 T3-L1 cells,/articles/10.1186/s12929-019-0556-3
461,MFG-E8 mediates arterial aging by promoting the proinflammatory phenotype of vascular smooth muscle cells,/articles/10.1186/s12929-019-0559-0
462,A thrombomodulin-like gene is crucial to the collective migration of epibolic blastomeres during germ layer formation and organogenesis in zebrafish,/articles/10.1186/s12929-019-0549-2
463,Current understanding of the gut microbiota shaping mechanisms,/articles/10.1186/s12929-019-0554-5
464,Exosome-delivered and Y RNA-derived small RNA suppresses influenza virus replication,/articles/10.1186/s12929-019-0553-6
465,Enterovirus A71 neurologic complications and long-term sequelae,/articles/10.1186/s12929-019-0552-7
466,Atherosclerosis and flow: roles of epigenetic modulation in vascular endothelium,/articles/10.1186/s12929-019-0551-8
467,"Naturally occurring mutations in PB1 affect influenza A virus replication fidelity, virulence, and adaptability",/articles/10.1186/s12929-019-0547-4
468,Correction to: Oncolytic paramyxoviruses-induced autophagy; a prudent weapon for cancer therapy,/articles/10.1186/s12929-019-0548-3
469,Activation of TrkB/Akt signaling by a TrkB receptor agonist improves long-term histological and functional outcomes in experimental intracerebral hemorrhage,/articles/10.1186/s12929-019-0543-8
470,The glyoxylate cycle and alternative carbon metabolism as metabolic adaptation strategies of Candida glabrata: perspectives from Candida albicans and Saccharomyces cerevisiae,/articles/10.1186/s12929-019-0546-5
471,5′-hydroxy Auraptene stimulates osteoblast differentiation of bone marrow-derived mesenchymal stem cells via a BMP-dependent mechanism,/articles/10.1186/s12929-019-0544-7
472,Retraction Note: Molecular mechanisms in progression of HPV-associated cervical carcinogenesis,/articles/10.1186/s12929-019-0545-6
473,Genomic analysis of serologically untypable human enteroviruses in Taiwan,/articles/10.1186/s12929-019-0541-x
474,Oncolytic paramyxoviruses-induced autophagy; a prudent weapon for cancer therapy,/articles/10.1186/s12929-019-0542-9
475,Recent advances on the role of host factors during non-poliovirus enteroviral infections,/articles/10.1186/s12929-019-0540-y
476,TREM-1-dependent M1 macrophage polarization restores intestinal epithelium damaged by DSS-induced colitis by activating IL-22-producing innate lymphoid cells,/articles/10.1186/s12929-019-0539-4
477,Host-microbe interactions in the pathogenesis and clinical course of sarcoidosis,/articles/10.1186/s12929-019-0537-6
478,Hepatitis B virus X protein (HBx) enhances centrosomal P4.1-associated protein (CPAP) expression to promote hepatocarcinogenesis,/articles/10.1186/s12929-019-0534-9
479,Pinin protects astrocytes from cell death after acute ischemic stroke via maintenance of mitochondrial anti-apoptotic and bioenergetics functions,/articles/10.1186/s12929-019-0538-5
480,The role of ubiquitin-specific peptidases in cancer progression,/articles/10.1186/s12929-019-0522-0
481,Endoplasmic reticulum stress enhances the antigen-specific T cell immune responses and therapeutic antitumor effects generated by therapeutic HPV vaccines,/articles/10.1186/s12929-019-0536-7
482,Reactive oxygen species-dependent mitochondrial dynamics and autophagy confer protective effects in retinal pigment epithelial cells against sodium iodate-induced cell death,/articles/10.1186/s12929-019-0531-z
483,Sudden Cardiac Death (SCD) – risk stratification and prediction with molecular biomarkers,/articles/10.1186/s12929-019-0535-8
484,Development of a biophysical screening model for gestational hypertensive diseases,/articles/10.1186/s12929-019-0530-0
485,Fibronectin inhibitor pUR4 attenuates tumor necrosis factor α–induced endothelial hyperpermeability by modulating β1 integrin activation,/articles/10.1186/s12929-019-0529-6
486,Short-term auricular electrical stimulation rapidly elevated cortical blood flow and promoted the expression of nicotinic acetylcholine receptor α4 in the 2 vessel occlusion rats model,/articles/10.1186/s12929-019-0526-9
487,Basics and applications of tumor-derived extracellular vesicles,/articles/10.1186/s12929-019-0533-x
488,Implications of altered NAD metabolism in metabolic disorders,/articles/10.1186/s12929-019-0527-8
489,Alzheimer’s disease: risk factors and potentially protective measures,/articles/10.1186/s12929-019-0524-y
490,Green tea extract catechin improves cardiac function in pediatric cardiomyopathy patients with diastolic dysfunction,/articles/10.1186/s12929-019-0528-7
491,Correction to: Novel mutation G324C in WNT1 mapped in a large Pakistani family with severe recessively inherited Osteogenesis Imperfecta,/articles/10.1186/s12929-019-0525-x
492,Promyelocytic leukemia zinc finger is involved in the formation of deep layer cortical neurons,/articles/10.1186/s12929-019-0519-8
493,The emerging roles and functions of circular RNAs and their generation,/articles/10.1186/s12929-019-0523-z
494,RETRACTED ARTICLE: Molecular mechanisms in progression of HPV-associated cervical carcinogenesis,/articles/10.1186/s12929-019-0520-2
495,HDAC6 dysfunction contributes to impaired maturation of adult neurogenesis in vivo: vital role on functional recovery after ischemic stroke,/articles/10.1186/s12929-019-0521-1
496,Effects of oxytocin on prosocial behavior and the associated profiles of oxytocinergic and corticotropin-releasing hormone receptors in a rodent model of posttraumatic stress disorder,/articles/10.1186/s12929-019-0514-0
497,Molecular mechanisms of cisplatin-induced nephrotoxicity: a balance on the knife edge between renoprotection and tumor toxicity,/articles/10.1186/s12929-019-0518-9
498,Molecular functions and clinical impact of thyroid hormone-triggered autophagy in liver-related diseases,/articles/10.1186/s12929-019-0517-x
499,Upregulation of MUC5AC production and deposition of LEWIS determinants by HELICOBACTER PYLORI facilitate gastric tissue colonization and the maintenance of infection,/articles/10.1186/s12929-019-0515-z
500,Different memory patterns of digits: a functional MRI study,/articles/10.1186/s12929-019-0516-y
501,Effects of glucosamine against morphine-induced antinociceptive tolerance and dependence in mice,/articles/10.1186/s12929-019-0513-1
502,SOX17 overexpression sensitizes chemoradiation response in esophageal cancer by transcriptional down-regulation of DNA repair and damage response genes,/articles/10.1186/s12929-019-0510-4
503,Autophagy: roles in intestinal mucosal homeostasis and inflammation,/articles/10.1186/s12929-019-0512-2
504,Correction to: The effects and mechanisms of SLC34A2 in tumorigenesis and progression of human non-small cell lung cancer,/articles/10.1186/s12929-019-0508-y
505,Low let-7d and high miR-205 expression levels positively influence HNSCC patient outcome,/articles/10.1186/s12929-019-0511-3
506,Shiga toxin 2 from enterohemorrhagic Escherichia coli induces reactive glial cells and neurovascular disarrangements including edema and lipid peroxidation in the murine brain hippocampus,/articles/10.1186/s12929-019-0509-x
507,Important advances in Alzheimer’s disease from the use of induced pluripotent stem cells,/articles/10.1186/s12929-019-0501-5
508,Loss of NFBD1/MDC1 disrupts homologous recombination repair and sensitizes nasopharyngeal carcinoma cells to PARP inhibitors,/articles/10.1186/s12929-019-0507-z
509,Aberrant methylation and downregulation of ZNF667-AS1 and ZNF667 promote the malignant progression of laryngeal squamous cell carcinoma,/articles/10.1186/s12929-019-0506-0
510,L-caldesmon alters cell spreading and adhesion force in RANKL-induced osteoclasts,/articles/10.1186/s12929-019-0505-1
511,Necroptosis in stressed ovary,/articles/10.1186/s12929-019-0504-2
512,Brazilian strains of Toxoplasma gondii are controlled by azithromycin and modulate cytokine production in human placental explants,/articles/10.1186/s12929-019-0503-3
513,Toward characterizing extracellular vesicles at a single-particle level,/articles/10.1186/s12929-019-0502-4
514,"Emerging roles of gap junction proteins connexins in cancer metastasis, chemoresistance and clinical application",/articles/10.1186/s12929-019-0497-x
515,Cross-talk between cancer cells and their neighbors via miRNA in extracellular vesicles: an emerging player in cancer metastasis,/articles/10.1186/s12929-019-0500-6
516,Glucagon-like peptide-1 (GLP-1) mediates the protective effects of dipeptidyl peptidase IV inhibition on pulmonary hypertension,/articles/10.1186/s12929-019-0496-y
517,Rosmarinus officinalis L. (rosemary) as therapeutic and prophylactic agent,/articles/10.1186/s12929-019-0499-8
518,H. pylori isolates with amino acid sequence polymorphisms as presence of both HtrA-L171 & CagL-Y58/E59 increase the risk of gastric cancer,/articles/10.1186/s12929-019-0498-9
519,"Probiotics, prebiotics and amelioration of diseases",/articles/10.1186/s12929-018-0493-6
520,"Advances in culture, expansion and mechanistic studies of corneal endothelial cells: a systematic review",/articles/10.1186/s12929-018-0492-7
521,Pathobiont release from dysbiotic gut microbiota biofilms in intestinal inflammatory diseases: a role for iron?,/articles/10.1186/s12929-018-0495-4
522,Imaging extracellular vesicles: current and emerging methods,/articles/10.1186/s12929-018-0494-5
523,Current and novel polymeric biomaterials for neural tissue engineering,/articles/10.1186/s12929-018-0491-8
524,A new approach to study the sex differences in adipose tissue,/articles/10.1186/s12929-018-0488-3
525,The effects of highly active antiretroviral therapy on the serum levels of pro-inflammatory and anti-inflammatory cytokines in HIV infected subjects,/articles/10.1186/s12929-018-0490-9
526,"Mitophagy, a potential therapeutic target for stroke",/articles/10.1186/s12929-018-0487-4
527,The role of integrating conjugative elements in Helicobacter pylori: a review,/articles/10.1186/s12929-018-0489-2
528,Sensing acidosis: nociception or sngception?,/articles/10.1186/s12929-018-0486-5
529,Personalized risk assessment for dynamic transition of gastric neoplasms,/articles/10.1186/s12929-018-0485-6
530,A novel ligand-receptor relationship between families of ribonucleases and receptor tyrosine kinases,/articles/10.1186/s12929-018-0484-7
531,Novel mutation G324C in WNT1 mapped in a large Pakistani family with severe recessively inherited Osteogenesis Imperfecta,/articles/10.1186/s12929-018-0481-x
532,Metformin causes cancer cell death through downregulation of p53-dependent differentiated embryo chondrocyte 1,/articles/10.1186/s12929-018-0478-5
533,AXL phosphorylates and up-regulates TNS2 and its implications in IRS-1-associated metabolism in cancer cells,/articles/10.1186/s12929-018-0465-x
534,Microbiota dysbiosis and barrier dysfunction in inflammatory bowel disease and colorectal cancers: exploring a common ground hypothesis,/articles/10.1186/s12929-018-0483-8
535,Helicobacter pylori outer membrane vesicles involvement in the infection development and Helicobacter pylori-related diseases,/articles/10.1186/s12929-018-0480-y
536,The monocyte-macrophage-mast cell axis in dengue pathogenesis,/articles/10.1186/s12929-018-0482-9
537,Znf179 E3 ligase-mediated TDP-43 polyubiquitination is involved in TDP-43- ubiquitinated inclusions (UBI) (+)-related neurodegenerative pathology,/articles/10.1186/s12929-018-0479-4
538,Jaundice revisited: recent advances in the diagnosis and treatment of inherited cholestatic liver diseases,/articles/10.1186/s12929-018-0475-8
539,Differential genome-wide profiling of alternative polyadenylation sites in nasopharyngeal carcinoma by high-throughput sequencing,/articles/10.1186/s12929-018-0477-6
540,"Visceral pain: gut microbiota, a new hope?",/articles/10.1186/s12929-018-0476-7
541,Genetic diagnosis of neurofibromatosis type 1: targeted next- generation sequencing with Multiple Ligation-Dependent Probe Amplification analysis,/articles/10.1186/s12929-018-0474-9
542,"The TRAX, DISC1, and GSK3 complex in mental disorders and therapeutic interventions",/articles/10.1186/s12929-018-0473-x
543,Toward population specific and personalized treatment of Helicobacter pylori infection,/articles/10.1186/s12929-018-0471-z
544,Genetic variant in CXCL12 gene raises susceptibility to HPV infection and squamous intraepithelial lesions development: a case-control study,/articles/10.1186/s12929-018-0472-y
545,The impacts of H. pylori virulence factors on the development of gastroduodenal diseases,/articles/10.1186/s12929-018-0466-9
546,Ubiquitination by HUWE1 in tumorigenesis and beyond,/articles/10.1186/s12929-018-0470-0
547,Tumor xenograft animal models for esophageal squamous cell carcinoma,/articles/10.1186/s12929-018-0468-7
548,H. pylori infection and extra-gastroduodenal diseases,/articles/10.1186/s12929-018-0469-6
549,B cell subset alteration and the expression of tissue homing molecules in dengue infected patients,/articles/10.1186/s12929-018-0467-8
550,Identification of target genes in cardiomyopathy with fibrosis and cardiac remodeling,/articles/10.1186/s12929-018-0459-8
551,"IL-8/CXCR1/2 signalling promotes tumor cell proliferation, invasion and vascular mimicry in glioblastoma",/articles/10.1186/s12929-018-0464-y
552,Genetic influence alters the brain synchronism in perception and timing,/articles/10.1186/s12929-018-0463-z
553,STAT3 exacerbates survival of cancer stem-like tumorspheres in EGFR-positive colorectal cancers: RNAseq analysis and therapeutic screening,/articles/10.1186/s12929-018-0456-y
554,The human C-type lectin 18 is a potential biomarker in patients with chronic hepatitis B virus infection,/articles/10.1186/s12929-018-0460-2
555,"Dengue virus non-structural protein 1: a pathogenic factor, therapeutic target, and vaccine candidate",/articles/10.1186/s12929-018-0462-0
556,Incomplete cellular reprogramming of colorectal cancer cells elicits an epithelial/mesenchymal hybrid phenotype,/articles/10.1186/s12929-018-0461-1
557,"IL-33 receptor (ST2) deficiency downregulates myeloid precursors, inflammatory NK and dendritic cells in early phase of sepsis",/articles/10.1186/s12929-018-0455-z
558,The functional interplay of low molecular weight thiols in Mycobacterium tuberculosis,/articles/10.1186/s12929-018-0458-9
559,Untangling the Tauopathy for Alzheimer’s disease and parkinsonism,/articles/10.1186/s12929-018-0457-x
560,Prognostic value of localization of epidermal growth factor receptor in lung adenocarcinoma,/articles/10.1186/s12929-018-0451-3
561,LRRK 2 gene mutations in the pathophysiology of the ROCO domain and therapeutic targets for Parkinson’s disease: a review,/articles/10.1186/s12929-018-0454-0
562,Applications of next-generation sequencing analysis for the detection of hepatocellular carcinoma-associated hepatitis B virus mutations,/articles/10.1186/s12929-018-0442-4
563,"rs4889 polymorphism in KISS1 gene, its effect on polycystic ovary syndrome development and anthropometric and hormonal parameters in Saudi women",/articles/10.1186/s12929-018-0452-2
564,Association between heavy metal levels and acute ischemic stroke,/articles/10.1186/s12929-018-0446-0
565,A lifetime of stress: ATF6 in development and homeostasis,/articles/10.1186/s12929-018-0453-1
566,Nucleocapsid protein-dependent assembly of the RNA packaging signal of Middle East respiratory syndrome coronavirus,/articles/10.1186/s12929-018-0449-x
567,Acid-sensing ion channels: dual function proteins for chemo-sensing and mechano-sensing,/articles/10.1186/s12929-018-0448-y
568,Perinatal Pb2+ exposure alters the expression of genes related to the neurodevelopmental GABA-shift in postnatal rats,/articles/10.1186/s12929-018-0450-4
569,Differential regulation of nimodipine-sensitive and -insensitive Ca2+ influx by the Na+/Ca2+ exchanger and mitochondria in the rat suprachiasmatic nucleus neurons,/articles/10.1186/s12929-018-0447-z
570,MARCKS and MARCKS-like proteins in development and regeneration,/articles/10.1186/s12929-018-0445-1
571,Calcitriol downregulates fibroblast growth factor receptor 1 through histone deacetylase activation in HL-1 atrial myocytes,/articles/10.1186/s12929-018-0443-3
572,CHAT gene polymorphism rs3810950 is associated with the risk of Alzheimer’s disease in the Czech population,/articles/10.1186/s12929-018-0444-2
573,Disrupted sphingolipid metabolism following acute clozapine and olanzapine administration,/articles/10.1186/s12929-018-0437-1
574,Cells responsible for liver mass regeneration in rats with 2-acetylaminofluorene/partial hepatectomy injury,/articles/10.1186/s12929-018-0441-5
575,IL-20 bone diseases involvement and therapeutic target potential,/articles/10.1186/s12929-018-0439-z
576,Emerging roles of epithelial-mesenchymal transition in hematological malignancies,/articles/10.1186/s12929-018-0440-6
577,Germ cell depletion from mammalian ovary: possible involvement of apoptosis and autophagy,/articles/10.1186/s12929-018-0438-0
578,Toll-like receptors in lupus nephritis,/articles/10.1186/s12929-018-0436-2
579,Functional domains of SP110 that modulate its transcriptional regulatory function and cellular translocation,/articles/10.1186/s12929-018-0434-4
580,Flagellin-fused protein targeting M2e and HA2 induces potent humoral and T-cell responses and protects mice against various influenza viruses a subtypes,/articles/10.1186/s12929-018-0433-5
581,Avicequinone B sensitizes anoikis in human lung cancer cells,/articles/10.1186/s12929-018-0435-3
582,Regenerative abilities of mesenchymal stem cells through mitochondrial transfer,/articles/10.1186/s12929-018-0429-1
583,Annexin A2-mediated cancer progression and therapeutic resistance in nasopharyngeal carcinoma,/articles/10.1186/s12929-018-0430-8
584,CRISPR/Cas9: the Jedi against the dark empire of diseases,/articles/10.1186/s12929-018-0425-5
585,Novel microtubule inhibitor MPT0B098 inhibits hypoxia-induced epithelial-to-mesenchymal transition in head and neck squamous cell carcinoma,/articles/10.1186/s12929-018-0432-6
586,β-aminoisobutyric acid attenuates LPS-induced inflammation and insulin resistance in adipocytes through AMPK-mediated pathway,/articles/10.1186/s12929-018-0431-7
587,Neurochemical changes in basal ganglia affect time perception in parkinsonians,/articles/10.1186/s12929-018-0428-2
588,Vasoactive intestinal peptide alleviates osteoarthritis effectively via inhibiting NF-κB signaling pathway,/articles/10.1186/s12929-018-0410-z
589,Adiponectin and adiponectin receptor 1 overexpression enhance inflammatory bowel disease,/articles/10.1186/s12929-018-0419-3
590,Long non-coding RNA MIAT in development and disease: a new player in an old game,/articles/10.1186/s12929-018-0427-3
591,Mechanisms of human telomerase reverse transcriptase (hTERT) regulation: clinical impacts in cancer,/articles/10.1186/s12929-018-0422-8
592,Molecular mechanisms underlying therapeutic potential of pericytes,/articles/10.1186/s12929-018-0423-7
593,Cancer stem cells as key drivers of tumour progression,/articles/10.1186/s12929-018-0426-4
594,"MEKK1, JNK, and SMAD3 mediate CXCL12-stimulated connective tissue growth factor expression in human lung fibroblasts",/articles/10.1186/s12929-018-0421-9
595,Long non-coding RNA Gas5 regulates proliferation and apoptosis in HCS-2/8 cells and growth plate chondrocytes by controlling FGF1 expression via miR-21 regulation,/articles/10.1186/s12929-018-0424-6
596,99mTc-HYNIC-(tricine/EDDA)-FROP peptide for MCF-7 breast tumor targeting and imaging,/articles/10.1186/s12929-018-0420-x
597,Molecular subtyping of nasopharyngeal carcinoma (NPC) and a microRNA-based prognostic model for distant metastasis,/articles/10.1186/s12929-018-0417-5
598,Comparative genomic analysis of ten clinical Streptococcus pneumoniae collected from a Malaysian hospital reveal 31 new unique drug-resistant SNPs using whole genome sequencing,/articles/10.1186/s12929-018-0414-8
599,The chondroitin sulfate moiety mediates thrombomodulin-enhanced adhesion and migration of vascular smooth muscle cells,/articles/10.1186/s12929-018-0415-7
600,"Respiratory syncytial virus prolifically infects N2a neuronal cells, leading to TLR4 and nucleolin protein modulations and RSV F protein co-localization with TLR4 and nucleolin",/articles/10.1186/s12929-018-0416-6
601,"Discovery and cellular stress pathway analysis of 1,4-naphthoquinone derivatives with novel, highly potent broad-spectrum anticancer activity",/articles/10.1186/s12929-018-0408-6
602,H19 knockdown suppresses proliferation and induces apoptosis by regulating miR-148b/WNT/β-catenin in ox-LDL -stimulated vascular smooth muscle cells,/articles/10.1186/s12929-018-0418-4
603,MicroRNA-365 alleviates morphine analgesic tolerance via the inactivation of the ERK/CREB signaling pathway by negatively targeting β-arrestin2,/articles/10.1186/s12929-018-0405-9
604,A novel role of ER stress signal transducer ATF6 in regulating enterovirus A71 viral protein stability,/articles/10.1186/s12929-018-0412-x
605,Role of neuronal nitric oxide synthase (nNOS) at medulla in tachycardia induced by repeated administration of ethanol in conscious rats,/articles/10.1186/s12929-018-0409-5
606,Unique depot formed by an oil based vaccine facilitates active antigen uptake and provides effective tumour control,/articles/10.1186/s12929-018-0413-9
607,Identification of danthron as an isoform-specific inhibitor of HEME OXYGENASE-1/cytochrome P450 reductase interaction with anti-tumor activity,/articles/10.1186/s12929-018-0411-y
608,Mesenchymal stem cells show functional defect and decreased anti-cancer effect after exposure to chemotherapeutic drugs,/articles/10.1186/s12929-018-0407-7
609,LncRNA DANCR involved osteolysis after total hip arthroplasty by regulating FOXO1 expression to inhibit osteoblast differentiation,/articles/10.1186/s12929-018-0406-8
610,Impact of social relationships on Alzheimer’s memory impairment: mechanistic studies,/articles/10.1186/s12929-018-0404-x
611,The involvement of endoplasmic reticulum formation and protein synthesis efficiency in VCP- and ATL1-related neurological disorders,/articles/10.1186/s12929-017-0403-3
612,Differential regulations of fibronectin and laminin in Smad2 activation in vascular endothelial cells in response to disturbed flow,/articles/10.1186/s12929-017-0402-4
613,Id-1 promotes migration and invasion of non-small cell lung cancer cells through activating NF-κB signaling pathway,/articles/10.1186/s12929-017-0400-6
614,Suppression of interleukin-6 increases enterovirus A71 lethality in mice,/articles/10.1186/s12929-017-0401-5
615,Inhibitory or excitatory? Optogenetic interrogation of the functional roles of GABAergic interneurons in epileptogenesis,/articles/10.1186/s12929-017-0399-8
616,Haplotypes inside the beta-globin gene: use as new biomarkers for beta-thalassemia prenatal diagnosis in north of Iran,/articles/10.1186/s12929-017-0396-y
617,"H558R, a common SCN5A polymorphism, modifies the clinical phenotype of Brugada syndrome by modulating DNA methylation of SCN5A promoters",/articles/10.1186/s12929-017-0397-x
618,Preclinical and clinical aspects of TNF-α and its receptors TNFR1 and TNFR2 in breast cancer,/articles/10.1186/s12929-017-0398-9
619,Atrial ERK1/2 activation in the embryo leads to incomplete Septal closure: a novel mouse model of atrial Septal defect,/articles/10.1186/s12929-017-0392-2
620,In silico design of a Zika virus non-structural protein 5 aiming vaccine protection against zika and dengue in different human populations,/articles/10.1186/s12929-017-0395-z
621,Zinc transporters and insulin resistance: therapeutic implications for type 2 diabetes and metabolic disease,/articles/10.1186/s12929-017-0394-0
